timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1763972861217,3.6424741744995117,7.5673017501831055,3.982254981994629,0.017310533672571182,0.18908429145812988,0.18522271513938904,Breaststroke
1763972861404,2.857030153274536,9.659825325012207,3.2781670093536377,0.017310533672571182,0.18908429145812988,0.18522271513938904,Breaststroke
1763972861604,3.541377544403076,8.24686336517334,2.4885356426239014,0.09600688517093658,-0.15100112557411194,0.10865689069032669,Breaststroke
1763972861806,8.449654579162598,7.284350395202637,1.2239288091659546,-0.022503694519400597,-0.7944203615188599,0.10253162682056427,Breaststroke
1763972862004,4.020540237426758,7.816154956817627,1.6360924243927002,0.06058686971664429,-0.22330589592456818,-0.01970737800002098,Breaststroke
1763972862141,4.863411903381348,8.486743927001953,2.809173822402954,-0.09680583328008652,0.7882950901985168,-0.19560903310775757,Breaststroke
1763972862321,3.604189157485962,8.754739761352539,2.823530673980713,0.06444845348596573,0.13741901516914368,-0.0727042406797409,Breaststroke
1763972862428,3.6472599506378174,7.193423271179199,3.0005996227264404,0.11265163123607635,0.1447426974773407,0.10106688737869263,Breaststroke
1763972862540,5.102694511413574,7.47637414932251,2.746960401535034,0.11265163123607635,0.1447426974773407,0.10106688737869263,Breaststroke
1763972862740,3.311666488647461,9.41037368774414,3.7525441646575928,-0.041412122547626495,0.29933908581733704,0.12530162930488586,Breaststroke
1763972862941,5.0356950759887695,6.796214580535889,3.824328899383545,-0.11970899999141693,0.3632549047470093,0.22956430912017822,Breaststroke
1763972863141,3.5706896781921387,7.34177827835083,4.566701889038086,0.011052110232412815,0.6777740120887756,0.03368896245956421,Breaststroke
1763972863345,3.28773832321167,8.659027099609375,4.715056896209717,0.060986343771219254,0.3592601716518402,-0.027830012142658234,Breaststroke
1763972863547,4.872983455657959,7.974081516265869,5.902495384216309,-0.1537974327802658,0.2456764280796051,0.5085302591323853,Breaststroke
1763972863745,5.461617469787598,6.173482418060303,6.6831536293029785,-0.48682549595832825,0.6020070910453796,0.8106656074523926,Breaststroke
1763972863942,5.43290376663208,3.875176191329956,7.520641803741455,-0.48695865273475647,0.19867166876792908,0.735298216342926,Breaststroke
1763972864047,7.587640762329102,-0.4247260093688965,9.690333366394043,-0.5258407592773438,-0.2059953510761261,0.3303648829460144,Breaststroke
1763972864243,6.476772785186768,5.412564754486084,5.749354839324951,-0.5258407592773438,-0.2059953510761261,0.3303648829460144,Breaststroke
1763972864444,5.0979084968566895,3.731606960296631,7.429714202880859,-0.34927332401275635,-0.138217955827713,0.37736964225769043,Breaststroke
1763972864642,3.014956474304199,1.8640087842941284,8.483154296875,-0.4581965208053589,0.3207775056362152,-0.0576573945581913,Breaststroke
1763972864843,5.461617469787598,2.093719720840454,8.052446365356445,-0.6727139949798584,0.4860265254974365,-1.2144005298614502,Breaststroke
1763972865043,0.4486542344093323,4.684548377990723,8.665607452392578,-0.713327169418335,0.15219953656196594,-2.004693031311035,Breaststroke
1763972865244,0.6879364848136902,5.081757068634033,5.318048477172852,1.0065410137176514,-0.0732368752360344,-2.4764716625213623,Breaststroke
1763972865443,-0.0975075215101242,9.08973503112793,1.4781662225723267,2.543050527572632,0.7555382251739502,-0.9924262166023254,Breaststroke
1763972865643,4.140181541442871,10.12881851196289,0.8075776696205139,1.562741756439209,0.4552670419216156,1.7827186584472656,Breaststroke
1763972865843,9.254241943359375,3.132802963256836,5.849853038787842,-0.5763076543807983,1.169260025024414,2.0636820793151855,Breaststroke
1763972865946,5.485546112060547,5.814558982849121,5.394618511199951,-0.9384972453117371,1.036102056503296,1.8146766424179077,Breaststroke
1763972866070,5.5621161460876465,4.2245283126831055,7.923233985900879,-0.9169256687164307,1.0956236124038696,0.49401602149009705,Breaststroke
1763972866243,5.236692428588867,2.6638097763061523,8.861818313598633,-0.9169256687164307,1.0956236124038696,0.49401602149009705,Breaststroke
1763972866441,0.8027920126914978,0.22193430364131927,9.723833084106445,-1.099751591682434,1.5560839176177979,-1.1385005712509155,Breaststroke
1763972866642,-2.103889226913452,3.482753276824951,10.77248764038086,-0.14580796658992767,0.5825660824775696,-2.6779396533966064,Breaststroke
1763972866842,-3.0999016761779785,6.293123722076416,7.176074981689453,1.7217323780059814,0.1380847990512848,-2.900846004486084,Breaststroke
1763972867045,-3.1764719486236572,6.235695838928223,3.6329028606414795,2.3931148052215576,0.22370536625385284,-1.0088046789169312,Breaststroke
1763972867241,-0.3798605799674988,8.069794654846191,1.2861422300338745,1.6100128889083862,0.26831328868865967,0.8661925196647644,Breaststroke
1763972867443,3.5706896781921387,8.697312355041504,-0.2793620526790619,1.2238547801971436,0.6761760711669922,2.047569990158081,Breaststroke
1763972867641,8.799605369567871,6.5712890625,4.05403995513916,-0.5984118580818176,1.4086780548095703,2.378067970275879,Breaststroke
1763972867759,9.915258407592773,4.244269371032715,6.616154670715332,-1.4427664279937744,0.8941556811332703,1.7150744199752808,Breaststroke
1763972867889,5.80199670791626,2.5010979175567627,7.51585578918457,-1.0157288312911987,1.5077475309371948,0.45020705461502075,Breaststroke
1763972868040,4.446462631225586,3.3535408973693848,9.10110092163086,-1.0157288312911987,1.5077475309371948,0.45020705461502075,Breaststroke
1763972868244,3.2350962162017822,1.3615161180496216,9.254241943359375,-0.8370308876037598,1.3518195152282715,-1.5285202264785767,Breaststroke
1763972868447,-1.1174482107162476,1.5242279767990112,10.695917129516602,-0.6069339513778687,0.8102661371231079,-2.661694288253784,Breaststroke
1763972868570,0.2231307178735733,4.813760757446289,8.334799766540527,1.3510205745697021,0.10080057382583618,-2.450106382369995,Breaststroke
1763972868699,-3.568894863128662,6.887141704559326,5.557928562164307,2.2435784339904785,0.20293273031711578,-0.9799094200134277,Breaststroke
1763972868876,-3.1716864109039307,6.604788780212402,4.408177375793457,2.2435784339904785,0.20293273031711578,-0.9799094200134277,Breaststroke
1763972869078,-1.2562319040298462,8.380861282348633,1.1808580160140991,1.8805898427963257,0.38003280758857727,0.36059173941612244,Breaststroke
1763972869282,2.3635106086730957,9.362516403198242,0.7692924737930298,1.1634010076522827,0.4191812574863434,1.6688686609268188,Breaststroke
1763972869482,10.034899711608887,6.029912948608398,3.9391841888427734,-0.5470128655433655,0.9566067457199097,2.342381477355957,Breaststroke
1763972869682,7.755736351013184,5.167898654937744,5.341976642608643,-1.1518163681030273,0.5581981539726257,1.9205372333526611,Breaststroke
1763972869795,4.250251293182373,3.1136605739593506,9.273384094238281,-0.854341447353363,1.936249852180481,0.8450203537940979,Breaststroke
1763972869915,2.66560435295105,1.730010747909546,9.06281566619873,-0.7673892974853516,1.3281174898147583,-1.0819083452224731,Breaststroke
1763972870084,2.8666014671325684,1.667797327041626,9.493523597717285,-0.7673892974853516,1.3281174898147583,-1.0819083452224731,Breaststroke
1763972870276,0.18963119387626648,3.937389612197876,10.087542533874512,-0.1705753356218338,0.5464802384376526,-2.6241438388824463,Breaststroke
1763972870477,-0.7776673436164856,8.46760082244873,7.013363361358643,1.731852412223816,-0.31372013688087463,-2.717620611190796,Breaststroke
1763972870679,-3.377469062805176,4.7611188888549805,3.929612874984741,1.5795196294784546,0.032224226742982864,-1.3227910995483398,Breaststroke
1763972870878,-2.434098720550537,8.496315002441406,1.516451358795166,1.6278560161590576,0.7848330140113831,-0.05725792050361633,Breaststroke
1763972871082,-1.1222338676452637,9.439684867858887,-0.05922235921025276,1.0068073272705078,0.6422207951545715,1.6720644235610962,Breaststroke
1763972871282,6.022136211395264,5.556134223937988,2.478964328765869,-0.42024651169776917,0.8418245911598206,2.2888519763946533,Breaststroke
1763972871487,8.919246673583984,4.895116806030273,4.71027135848999,-1.1547458171844482,0.05326318368315697,2.4012374877929688,Breaststroke
