timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1.76408E+12,3.809971809,8.012366295,9.666405678,0.41784966,-0.570182383,2.485659599,Butterfly
1.76408E+12,1.204786181,1.227517962,10.75813103,-1.177648902,1.637310266,2.250103235,Butterfly
1.76408E+12,2.569891453,-6.74536705,11.75414276,-1.177648902,1.637310266,2.250103235,Butterfly
1.76408E+12,1.008574724,6.834499836,6.788437843,-0.727042437,-0.349805951,0.687095046,Butterfly
1.76408E+12,7.865806103,3.95653224,4.786841869,-0.727042437,-0.349805951,0.687095046,Butterfly
1.76408E+12,2.267797709,5.105685234,9.455238342,-0.068709508,-0.387622803,0.647280812,Butterfly
1.76408E+12,6.486343861,4.674977303,5.969494343,-0.068709508,-0.387622803,0.647280812,Butterfly
1.76408E+12,4.130609989,1.213161111,6.817151546,0.23568958,-0.306263298,-0.030493172,Butterfly
1.76408E+12,4.255036831,8.395816803,6.644868374,0.23568958,-0.306263298,-0.030493172,Butterfly
1.76408E+12,5.629115105,4.957330227,7.856235027,-0.20519641,-0.024234748,-0.485493898,Butterfly
1.76408E+12,3.120240688,2.563311338,11.49033451,-0.20519641,-0.024234748,-0.485493898,Butterfly
1.76408E+12,5.547759533,4.818546772,9.79083252,-0.538757086,0.17803219,0.111453205,Butterfly
1.76408E+12,5.399404526,3.406183004,8.028517723,-0.538757086,0.17803219,0.111453205,Butterfly
1.76408E+12,4.058825493,1.32801652,8.857032776,-0.362455964,0.664724529,0.183757976,Butterfly
1.76408E+12,3.742972851,0.494716078,8.507082939,-0.362455964,0.664724529,0.183757976,Butterfly
1.76408E+12,-4.397409916,1.404586911,9.483952522,-0.056059498,1.546629667,-1.959552526,Butterfly
1.76408E+12,-5.345565796,6.714858532,5.442475319,-0.056059498,1.546629667,-1.959552526,Butterfly
1.76408E+12,1.832303882,13.73958778,1.966302037,5.580916405,-0.447277576,-2.97434926,Butterfly
1.76408E+12,-5.211567879,15.32423401,2.042872429,5.580916405,-0.447277576,-2.97434926,Butterfly
1.76408E+12,-11.7332058,5.32163763,-3.674179077,2.279930592,-1.473392725,-4.146538734,Butterfly
1.76408E+12,3.139383316,3.726821184,5.830710411,2.279930592,-1.473392725,-4.146538734,Butterfly
1.76408E+12,0.132203445,2.797807932,3.398406267,-3.133206606,-5.742170334,2.520813227,Butterfly
1.76408E+12,0.22791636,3.568894863,7.219145775,-3.133206606,-5.742170334,2.520813227,Butterfly
1.76408E+12,-14.84566975,-5.035695076,-1.016949654,-0.078030564,-1.296159506,8.416913986,Butterfly
1.76408E+12,-7.304090977,4.272983074,1.296311617,-0.078030564,-1.296159506,8.416913986,Butterfly
1.76408E+12,3.268595695,14.1990099,16.83410645,2.359026432,-0.283759594,1.459144831,Butterfly
1.76408E+12,-5.020142078,10.94776154,5.34676218,2.359026432,-0.283759594,1.459144831,Butterfly
1.76408E+12,5.542973518,7.629515171,9.507881165,-0.108124256,-1.340501189,-0.57031554,Butterfly
1.76408E+12,2.737389088,6.686144829,10.20239735,-0.108124256,-1.340501189,-0.57031554,Butterfly
1.76408E+12,4.298107624,6.882356167,9.239884377,-1.233708501,-0.81386143,0.322109103,Butterfly
1.76408E+12,3.330809116,3.693321705,8.809176445,-1.233708501,-0.81386143,0.322109103,Butterfly
1.76408E+12,2.148156643,0.580857694,8.746963501,-0.939296186,0.9279778,0.003595265,Butterfly
1.76408E+12,-1.43808639,0.542572558,8.589036942,-0.939296186,0.9279778,0.003595265,Butterfly
